pool,stratum,mode,t,n,A_recall10,B_recall10,d_recall10,discordant_A_only,discordant_B_only,mcnemar_p,A_mrr10,B_mrr10,d_mrr10,d_mrr10_ci_lo,d_mrr10_ci_hi,A_ndcg10,B_ndcg10,d_ndcg10,d_ndcg10_ci_lo,d_ndcg10_ci_hi,A_union10,B_union10,A_page,B_page,A_reachable,B_reachable
FRESH,prose,dense,0.8,16,0.9375,0.9375,0.0,1,1,1.0,0.85625,0.84375,0.012499999999999997,-0.1625,0.1875,0.8542320709911005,0.8247119796383242,0.02952009135277641,-0.10707614741977671,0.1939532009509925,0.9375,0.9375,0.9375,1.0,1.0,1.0
FRESH,prose,sparse,0.4,16,1.0,1.0,0.0,0,0,1.0,0.9166666666666667,0.90625,0.010416666666666664,-0.0625,0.09375,0.8256924066905973,0.8085630148275353,0.017129391863061887,0.0,0.048255408445671985,1.0,1.0,1.0,1.0,1.0,1.0
FRESH,prose,sparse,0.5,16,1.0,1.0,0.0,0,0,1.0,0.9166666666666667,0.90625,0.010416666666666664,-0.0625,0.09375,0.8589226035284191,0.8530258735305999,0.005896729997819195,-0.051510481211894124,0.06920067120535171,1.0,1.0,1.0,1.0,1.0,1.0
FRESH,prose,sparse,0.6,16,1.0,1.0,0.0,0,0,1.0,0.9166666666666667,0.90625,0.010416666666666664,-0.0625,0.09375,0.8746236843854507,0.8597351752162126,0.014888509169238066,-0.042518702040475254,0.07819245037677058,1.0,1.0,1.0,1.0,1.0,1.0
FRESH,prose,sparse,0.7,16,1.0,1.0,0.0,0,0,1.0,0.9166666666666667,0.90625,0.010416666666666664,-0.0625,0.09375,0.8988019848376094,0.8929052548397903,0.005896729997819195,-0.051510481211894124,0.06920067120535171,1.0,1.0,1.0,1.0,1.0,1.0
FRESH,prose,sparse,0.8,16,1.0,1.0,0.0,0,0,1.0,0.9166666666666667,0.90625,0.010416666666666664,-0.0625,0.09375,0.8937845341593711,0.8929052548397903,0.0008792793195809175,-0.05441012352088253,0.06418322052711344,1.0,1.0,1.0,1.0,1.0,1.0
OLD80_CONTAMINATED,all,hybrid,0.4,80,0.8625,0.625,0.23750000000000004,20,1,2.09808349609375e-05,0.7436607142857141,0.5667162698412698,0.17694444444444443,0.0856235119047619,0.27234350198412693,0.7488938742669637,0.5136102361576024,0.23528363810936126,0.1524793851445294,0.3225073085285401,0.8625,0.775,0.9125,0.9125,1.0,0.75
OLD80_CONTAMINATED,all,hybrid,0.5,80,0.8625,0.5375,0.32500000000000007,27,1,2.1606683731079102e-07,0.7342857142857142,0.48993055555555554,0.24435515873015873,0.14227008928571427,0.34757068452380957,0.7619754130353975,0.5000213891223725,0.261954023913025,0.16476634573295207,0.3617907712000132,0.8625,0.7,0.9125,0.9125,1.0,0.725
OLD80_CONTAMINATED,all,hybrid,0.6,80,0.8625,0.525,0.3375,28,1,1.1175870895385742e-07,0.7342857142857142,0.47118055555555555,0.2631051587301587,0.1581934523809524,0.36910019841269837,0.7626699400170261,0.48444281960029006,0.2782271204167361,0.17975456930371136,0.3799307200350909,0.8625,0.6625,0.9125,0.9125,1.0,0.65
OLD80_CONTAMINATED,all,hybrid,0.7,80,0.8625,0.4125,0.45000000000000007,37,1,2.837623469531536e-10,0.7342857142857142,0.38055555555555554,0.35373015873015873,0.24447247023809526,0.46463417658730166,0.765087770062242,0.38828611878508623,0.3768016512771558,0.26964939780318714,0.4857889849562702,0.8625,0.625,0.9125,0.9125,1.0,0.5125
OLD80_CONTAMINATED,all,hybrid,0.8,80,0.8625,0.275,0.5875,47,0,1.4210854715202004e-14,0.7342857142857142,0.24305555555555552,0.49123015873015874,0.3870600198412698,0.5966269841269842,0.765087770062242,0.2507861187850862,0.5143016512771558,0.4116064190878603,0.6131232285414425,0.8625,0.5,0.9125,0.9125,1.0,0.325
OLD80_CONTAMINATED,all,dense,0.4,80,0.725,0.5625,0.16249999999999998,15,2,0.002349853515625,0.6763888888888889,0.5359375,0.1404513888888889,0.05155815972222222,0.2328125,0.6678619534087996,0.46491393315449453,0.2029480202543052,0.11777249031939128,0.2905552799324508,0.725,0.7,0.825,0.7875,1.0,0.75
OLD80_CONTAMINATED,all,dense,0.5,80,0.7125,0.4875,0.22500000000000003,20,2,0.00012111663818359375,0.663888888888889,0.4609375,0.2029513888888889,0.10885416666666665,0.3039973958333333,0.6665612847050083,0.46620989971973453,0.20035138498527374,0.1059120434034982,0.29548878529105366,0.725,0.625,0.825,0.7875,1.0,0.725
