pool,stratum,mode,t,n,A_recall10,B_recall10,d_recall10,discordant_A_only,discordant_B_only,mcnemar_p,A_mrr10,B_mrr10,d_mrr10,d_mrr10_ci_lo,d_mrr10_ci_hi,A_ndcg10,B_ndcg10,d_ndcg10,d_ndcg10_ci_lo,d_ndcg10_ci_hi,A_union10,B_union10,A_page,B_page,A_reachable,B_reachable
OLD80_CONTAMINATED,prose,hybrid,0.8,40,0.925,0.45,0.47500000000000003,19,0,3.814697265625e-06,0.89375,0.4027777777777778,0.49097222222222225,0.33744791666666674,0.6472222222222223,0.9015401577911213,0.4140722375701724,0.48746792022094887,0.3365203553757453,0.6407098970342053,0.925,0.75,0.95,0.975,1.0,0.475
OLD80_CONTAMINATED,prose,dense,0.4,40,0.9,0.9,0.0,1,1,1.0,0.8875,0.846875,0.040625,-0.053125,0.1375,0.8824020477741467,0.7641620710203434,0.11823997675380334,0.03354167976941855,0.20753863763498331,0.9,0.925,0.95,0.925,1.0,1.0
OLD80_CONTAMINATED,prose,dense,0.5,40,0.875,0.85,0.025000000000000022,3,2,1.0,0.8625,0.796875,0.065625,-0.05625,0.19375,0.8657732438392864,0.8074197994394691,0.05835344439981727,-0.05922675616071356,0.17826817269543155,0.9,0.9,0.95,0.925,1.0,1.0
OLD80_CONTAMINATED,prose,dense,0.6,40,0.875,0.85,0.025000000000000022,3,2,1.0,0.8625,0.784375,0.078125,-0.05,0.20625,0.8657732438392864,0.800200023550051,0.06557322028923551,-0.05154015779112127,0.18422675616071355,0.9,0.875,0.95,0.925,1.0,0.975
OLD80_CONTAMINATED,prose,dense,0.7,40,0.875,0.675,0.19999999999999996,10,2,0.03857421875,0.8625,0.640625,0.221875,0.059375,0.384375,0.8657732438392864,0.6486598657589296,0.21711337808035677,0.051340134241070354,0.37768026848214065,0.9,0.825,0.95,0.925,1.0,0.775
OLD80_CONTAMINATED,prose,dense,0.8,40,0.875,0.425,0.45,18,0,7.62939453125e-06,0.8625,0.390625,0.471875,0.3125,0.63125,0.8657732438392864,0.39865986575892964,0.4671133780803568,0.31577324383928645,0.625,0.9,0.65,0.95,0.925,1.0,0.475
OLD80_CONTAMINATED,prose,sparse,0.4,40,0.925,0.875,0.050000000000000044,3,1,0.625,0.9083333333333334,0.83125,0.07708333333333332,-0.03125000000000001,0.19375,0.872738816957306,0.7501368430673997,0.12260197388990642,0.020710444989370257,0.22958686371010534,0.925,0.9,0.95,0.95,1.0,1.0
OLD80_CONTAMINATED,prose,sparse,0.5,40,0.925,0.825,0.10000000000000009,5,1,0.21875,0.9083333333333334,0.76875,0.13958333333333334,0.010416666666666663,0.275,0.9028286798191365,0.7734153252888306,0.12941335453030584,0.005953512321427124,0.2574375432171389,0.925,0.875,0.95,0.95,1.0,1.0
OLD80_CONTAMINATED,prose,sparse,0.6,40,0.925,0.825,0.10000000000000009,5,1,0.21875,0.9083333333333334,0.75625,0.15208333333333332,0.02291666666666666,0.2875,0.9028286798191365,0.7738598893089806,0.1289687905101559,0.006786356228788593,0.25882670906061167,0.925,0.85,0.95,0.95,1.0,0.975
OLD80_CONTAMINATED,prose,sparse,0.7,40,0.925,0.675,0.25,11,1,0.00634765625,0.9083333333333334,0.65,0.2583333333333333,0.10416666666666666,0.4208333333333333,0.9028286798191365,0.6565464876785729,0.24628219214056357,0.09345351232142711,0.4087821921405636,0.925,0.825,0.95,0.95,1.0,0.775
OLD80_CONTAMINATED,prose,sparse,0.8,40,0.925,0.425,0.5,20,0,1.9073486328125e-06,0.9083333333333334,0.4,0.5083333333333333,0.3583333333333333,0.6583333333333333,0.9125,0.4065464876785729,0.5059535123214272,0.35595351232142713,0.6559535123214271,0.925,0.7,0.95,0.95,1.0,0.475
