pool,qid,stratum,arm,mode,t,recall10,mrr10,ndcg10,n_rel_in_arm,reachable,union10_hit,page_hit,first_rank,best_cov_top10
OLD80_CONTAMINATED,Q023,table,A,dense,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q023,table,B,hybrid,0.4,1,1.0,0.9197207891481876,2,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,hybrid,0.6,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,hybrid,0.7,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,hybrid,0.8,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,dense,0.4,1,1.0,1.0,2,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,dense,0.5,1,1.0,1.0,1,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,dense,0.6,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,dense,0.7,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,dense,0.8,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,sparse,0.4,1,1.0,0.9197207891481876,2,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,sparse,0.5,1,1.0,1.0,1,1,1,1,1,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q023,table,B,sparse,0.8,0,0.0,0.0,0,0,1,1,0,0.5443037974683544
OLD80_CONTAMINATED,Q024,table,A,hybrid,0.4,1,1.0,0.9363792118010481,21,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,hybrid,0.5,1,1.0,0.9950883841893561,7,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,hybrid,0.6,1,1.0,0.8065735963827293,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,dense,0.4,1,1.0,0.6867151830982591,21,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,dense,0.5,1,1.0,0.27487633291429087,7,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,dense,0.6,1,1.0,0.6131471927654584,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,sparse,0.4,1,1.0,0.9363792118010481,21,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,sparse,0.5,1,1.0,0.9950883841893561,7,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,sparse,0.6,1,1.0,0.8065735963827293,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q024,table,B,hybrid,0.4,1,1.0,0.5326208815196265,15,1,1,1,1,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,hybrid,0.5,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,hybrid,0.6,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,hybrid,0.7,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,hybrid,0.8,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,dense,0.4,1,1.0,0.4480300279758384,15,1,1,1,1,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,dense,0.5,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,dense,0.6,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,dense,0.7,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,dense,0.8,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,sparse,0.4,1,1.0,0.5988751049740155,15,1,1,1,1,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,sparse,0.5,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q024,table,B,sparse,0.8,0,0.0,0.0,0,0,1,1,0,0.45652173913043476
OLD80_CONTAMINATED,Q025,table,A,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,dense,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q025,table,B,hybrid,0.4,1,1.0,0.6131471927654584,2,1,1,1,1,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,hybrid,0.5,0,0.0,0.0,1,1,1,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,hybrid,0.6,0,0.0,0.0,1,1,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,dense,0.4,1,1.0,0.6131471927654584,2,1,1,1,1,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,dense,0.5,0,0.0,0.0,1,1,1,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,dense,0.6,0,0.0,0.0,1,1,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,sparse,0.4,1,1.0,0.6131471927654584,2,1,1,1,1,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,sparse,0.5,0,0.0,0.0,1,1,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,sparse,0.6,0,0.0,0.0,1,1,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q025,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.44360902255639095
OLD80_CONTAMINATED,Q026,table,A,hybrid,0.4,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,hybrid,0.5,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,hybrid,0.6,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,hybrid,0.7,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,hybrid,0.8,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,dense,0.4,0,0.0,0.0,1,1,0,0,0,0.048672566371681415
OLD80_CONTAMINATED,Q026,table,A,dense,0.5,0,0.0,0.0,1,1,0,0,0,0.048672566371681415
OLD80_CONTAMINATED,Q026,table,A,dense,0.6,0,0.0,0.0,1,1,0,0,0,0.048672566371681415
OLD80_CONTAMINATED,Q026,table,A,dense,0.7,0,0.0,0.0,1,1,0,0,0,0.048672566371681415
OLD80_CONTAMINATED,Q026,table,A,dense,0.8,0,0.0,0.0,1,1,0,0,0,0.048672566371681415
OLD80_CONTAMINATED,Q026,table,A,sparse,0.4,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,sparse,0.5,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,sparse,0.6,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,sparse,0.7,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,A,sparse,0.8,1,0.14285714285714285,0.3333333333333333,1,1,1,1,7,1.0
OLD80_CONTAMINATED,Q026,table,B,hybrid,0.4,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,dense,0.4,0,0.0,0.0,0,0,0,1,0,0.04756637168141593
OLD80_CONTAMINATED,Q026,table,B,dense,0.5,0,0.0,0.0,0,0,0,1,0,0.04756637168141593
OLD80_CONTAMINATED,Q026,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.04756637168141593
OLD80_CONTAMINATED,Q026,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.04756637168141593
OLD80_CONTAMINATED,Q026,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.04756637168141593
OLD80_CONTAMINATED,Q026,table,B,sparse,0.4,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,sparse,0.5,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,sparse,0.6,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q026,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.12831858407079647
OLD80_CONTAMINATED,Q027,table,A,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,dense,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q027,table,B,hybrid,0.4,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,hybrid,0.5,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,hybrid,0.6,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,hybrid,0.7,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,dense,0.4,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,dense,0.5,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,dense,0.6,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,sparse,0.4,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,sparse,0.5,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q027,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.3174946004319654
OLD80_CONTAMINATED,Q028,table,A,hybrid,0.4,0,0.0,0.0,1,1,0,1,0,0.03578528827037773
OLD80_CONTAMINATED,Q028,table,A,hybrid,0.5,0,0.0,0.0,1,1,0,1,0,0.03578528827037773
OLD80_CONTAMINATED,Q028,table,A,hybrid,0.6,0,0.0,0.0,1,1,0,1,0,0.03578528827037773
OLD80_CONTAMINATED,Q028,table,A,hybrid,0.7,0,0.0,0.0,1,1,0,1,0,0.03578528827037773
OLD80_CONTAMINATED,Q028,table,A,hybrid,0.8,0,0.0,0.0,1,1,0,1,0,0.03578528827037773
OLD80_CONTAMINATED,Q028,table,A,dense,0.4,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,dense,0.5,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,dense,0.6,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,dense,0.7,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,dense,0.8,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,sparse,0.4,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,sparse,0.5,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,sparse,0.6,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,sparse,0.7,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,A,sparse,0.8,0,0.0,0.0,1,1,0,1,0,0.03777335984095427
OLD80_CONTAMINATED,Q028,table,B,hybrid,0.4,0,0.0,0.0,0,0,1,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,dense,0.4,0,0.0,0.0,0,0,1,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,dense,0.5,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,sparse,0.4,0,0.0,0.0,0,0,1,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,sparse,0.5,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,sparse,0.6,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q028,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.3836978131212724
OLD80_CONTAMINATED,Q029,table,A,hybrid,0.4,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,hybrid,0.5,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,hybrid,0.6,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,hybrid,0.7,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,hybrid,0.8,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,dense,0.4,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,dense,0.5,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,dense,0.6,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,dense,0.7,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,dense,0.8,0,0.0,0.0,1,1,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,A,sparse,0.4,0,0.0,0.0,1,1,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,A,sparse,0.5,0,0.0,0.0,1,1,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,A,sparse,0.6,0,0.0,0.0,1,1,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,A,sparse,0.7,0,0.0,0.0,1,1,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,A,sparse,0.8,0,0.0,0.0,1,1,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,B,hybrid,0.4,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,dense,0.4,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,dense,0.5,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.23352713178294573
OLD80_CONTAMINATED,Q029,table,B,sparse,0.4,0,0.0,0.0,0,0,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,B,sparse,0.5,0,0.0,0.0,0,0,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,B,sparse,0.6,0,0.0,0.0,0,0,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,B,sparse,0.7,0,0.0,0.0,0,0,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q029,table,B,sparse,0.8,0,0.0,0.0,0,0,0,0,0,0.01065891472868217
OLD80_CONTAMINATED,Q030,table,A,hybrid,0.4,1,0.5,0.38685280723454163,2,1,1,1,2,1.0
OLD80_CONTAMINATED,Q030,table,A,hybrid,0.5,1,0.5,0.38685280723454163,2,1,1,1,2,1.0
OLD80_CONTAMINATED,Q030,table,A,hybrid,0.6,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q030,table,A,hybrid,0.7,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q030,table,A,hybrid,0.8,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q030,table,A,dense,0.4,0,0.0,0.0,2,1,0,0,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,A,dense,0.5,0,0.0,0.0,2,1,0,0,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,A,dense,0.6,0,0.0,0.0,1,1,0,0,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,A,dense,0.7,0,0.0,0.0,1,1,0,0,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,A,dense,0.8,0,0.0,0.0,1,1,0,0,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,A,sparse,0.4,1,1.0,0.6131471927654584,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q030,table,A,sparse,0.5,1,1.0,0.6131471927654584,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q030,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q030,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q030,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q030,table,B,hybrid,0.4,0,0.0,0.0,3,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,hybrid,0.5,0,0.0,0.0,1,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,dense,0.4,0,0.0,0.0,3,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,dense,0.5,0,0.0,0.0,1,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,sparse,0.4,0,0.0,0.0,3,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,sparse,0.5,0,0.0,0.0,1,1,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,sparse,0.6,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q030,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.07454545454545454
OLD80_CONTAMINATED,Q031,table,A,hybrid,0.4,1,1.0,0.6131471927654584,2,1,1,1,1,1.0
OLD80_CONTAMINATED,Q031,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q031,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
