pool,qid,stratum,arm,mode,t,recall10,mrr10,ndcg10,n_rel_in_arm,reachable,union10_hit,page_hit,first_rank,best_cov_top10
OLD80_CONTAMINATED,Q002,table,B,dense,0.6,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,dense,0.7,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,dense,0.8,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,sparse,0.4,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,sparse,0.5,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q002,table,B,sparse,0.8,0,0.0,0.0,0,0,1,1,0,0.3165829145728643
OLD80_CONTAMINATED,Q003,table,A,hybrid,0.4,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,hybrid,0.5,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,hybrid,0.6,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,hybrid,0.7,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,hybrid,0.8,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,dense,0.4,0,0.0,0.0,1,1,0,1,0,0.058823529411764705
OLD80_CONTAMINATED,Q003,table,A,dense,0.5,0,0.0,0.0,1,1,0,1,0,0.058823529411764705
OLD80_CONTAMINATED,Q003,table,A,dense,0.6,0,0.0,0.0,1,1,0,1,0,0.058823529411764705
OLD80_CONTAMINATED,Q003,table,A,dense,0.7,0,0.0,0.0,1,1,0,1,0,0.058823529411764705
OLD80_CONTAMINATED,Q003,table,A,dense,0.8,0,0.0,0.0,1,1,0,1,0,0.058823529411764705
OLD80_CONTAMINATED,Q003,table,A,sparse,0.4,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,sparse,0.5,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,sparse,0.6,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,sparse,0.7,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,A,sparse,0.8,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q003,table,B,hybrid,0.4,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,dense,0.4,0,0.0,0.0,0,0,0,0,0,0.05411764705882353
OLD80_CONTAMINATED,Q003,table,B,dense,0.5,0,0.0,0.0,0,0,0,0,0,0.05411764705882353
OLD80_CONTAMINATED,Q003,table,B,dense,0.6,0,0.0,0.0,0,0,0,0,0,0.05411764705882353
OLD80_CONTAMINATED,Q003,table,B,dense,0.7,0,0.0,0.0,0,0,0,0,0,0.05411764705882353
OLD80_CONTAMINATED,Q003,table,B,dense,0.8,0,0.0,0.0,0,0,0,0,0,0.05411764705882353
OLD80_CONTAMINATED,Q003,table,B,sparse,0.4,0,0.0,0.0,0,0,1,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,sparse,0.5,0,0.0,0.0,0,0,1,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q003,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.2823529411764706
OLD80_CONTAMINATED,Q004,table,A,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,dense,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q004,table,B,hybrid,0.4,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,hybrid,0.5,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,hybrid,0.6,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,hybrid,0.7,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,hybrid,0.8,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,dense,0.4,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,dense,0.5,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,dense,0.6,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,dense,0.7,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,dense,0.8,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,sparse,0.4,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,sparse,0.5,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q004,table,B,sparse,0.8,0,0.0,0.0,0,0,1,1,0,0.3921085080147966
OLD80_CONTAMINATED,Q005,table,A,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,dense,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q005,table,B,hybrid,0.4,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,hybrid,0.5,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,hybrid,0.6,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,hybrid,0.7,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,hybrid,0.8,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,dense,0.4,0,0.0,0.0,1,1,0,0,0,0.07058823529411765
OLD80_CONTAMINATED,Q005,table,B,dense,0.5,0,0.0,0.0,1,1,0,0,0,0.07058823529411765
OLD80_CONTAMINATED,Q005,table,B,dense,0.6,0,0.0,0.0,1,1,0,0,0,0.07058823529411765
OLD80_CONTAMINATED,Q005,table,B,dense,0.7,0,0.0,0.0,1,1,0,0,0,0.07058823529411765
OLD80_CONTAMINATED,Q005,table,B,dense,0.8,0,0.0,0.0,1,1,0,0,0,0.07058823529411765
OLD80_CONTAMINATED,Q005,table,B,sparse,0.4,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,sparse,0.5,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,sparse,0.6,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,sparse,0.7,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q005,table,B,sparse,0.8,0,0.0,0.0,1,1,0,0,0,0.11176470588235295
OLD80_CONTAMINATED,Q006,table,A,hybrid,0.4,1,0.1,0.2890648263178879,1,1,1,1,10,1.0
OLD80_CONTAMINATED,Q006,table,A,hybrid,0.5,1,0.1,0.2890648263178879,1,1,1,1,10,1.0
OLD80_CONTAMINATED,Q006,table,A,hybrid,0.6,1,0.1,0.2890648263178879,1,1,1,1,10,1.0
OLD80_CONTAMINATED,Q006,table,A,hybrid,0.7,1,0.1,0.2890648263178879,1,1,1,1,10,1.0
OLD80_CONTAMINATED,Q006,table,A,hybrid,0.8,1,0.1,0.2890648263178879,1,1,1,1,10,1.0
OLD80_CONTAMINATED,Q006,table,A,dense,0.4,1,0.1111111111111111,0.3010299956639812,1,1,1,1,9,1.0
OLD80_CONTAMINATED,Q006,table,A,dense,0.5,1,0.1111111111111111,0.3010299956639812,1,1,1,1,9,1.0
OLD80_CONTAMINATED,Q006,table,A,dense,0.6,1,0.1111111111111111,0.3010299956639812,1,1,1,1,9,1.0
OLD80_CONTAMINATED,Q006,table,A,dense,0.7,1,0.1111111111111111,0.3010299956639812,1,1,1,1,9,1.0
OLD80_CONTAMINATED,Q006,table,A,dense,0.8,1,0.1111111111111111,0.3010299956639812,1,1,1,1,9,1.0
OLD80_CONTAMINATED,Q006,table,A,sparse,0.4,1,0.125,0.31546487678572877,1,1,1,1,8,1.0
OLD80_CONTAMINATED,Q006,table,A,sparse,0.5,1,0.125,0.31546487678572877,1,1,1,1,8,1.0
OLD80_CONTAMINATED,Q006,table,A,sparse,0.6,1,0.125,0.31546487678572877,1,1,1,1,8,1.0
OLD80_CONTAMINATED,Q006,table,A,sparse,0.7,1,0.125,0.31546487678572877,1,1,1,1,8,1.0
OLD80_CONTAMINATED,Q006,table,A,sparse,0.8,1,0.125,0.31546487678572877,1,1,1,1,8,1.0
OLD80_CONTAMINATED,Q006,table,B,hybrid,0.4,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,hybrid,0.5,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,hybrid,0.6,0,0.0,0.0,0,0,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,dense,0.4,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,dense,0.5,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,sparse,0.4,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,sparse,0.5,0,0.0,0.0,1,1,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,sparse,0.6,0,0.0,0.0,0,0,1,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q006,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.38645418326693226
OLD80_CONTAMINATED,Q007,table,A,hybrid,0.4,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,hybrid,0.5,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,hybrid,0.6,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,hybrid,0.7,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,hybrid,0.8,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,dense,0.4,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q007,table,A,dense,0.5,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q007,table,A,dense,0.6,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q007,table,A,dense,0.7,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q007,table,A,dense,0.8,1,0.5,0.6309297535714575,1,1,1,1,2,1.0
OLD80_CONTAMINATED,Q007,table,A,sparse,0.4,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,sparse,0.5,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,sparse,0.6,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,sparse,0.7,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,A,sparse,0.8,1,0.3333333333333333,0.5,1,1,1,1,3,1.0
OLD80_CONTAMINATED,Q007,table,B,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,hybrid,0.7,0,0.0,0.0,0,0,1,1,0,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,hybrid,0.8,0,0.0,0.0,0,0,1,1,0,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,dense,0.4,0,0.0,0.0,1,1,1,0,0,0.3082706766917293
OLD80_CONTAMINATED,Q007,table,B,dense,0.5,0,0.0,0.0,1,1,1,0,0,0.3082706766917293
OLD80_CONTAMINATED,Q007,table,B,dense,0.6,0,0.0,0.0,1,1,1,0,0,0.3082706766917293
OLD80_CONTAMINATED,Q007,table,B,dense,0.7,0,0.0,0.0,0,0,1,0,0,0.3082706766917293
OLD80_CONTAMINATED,Q007,table,B,dense,0.8,0,0.0,0.0,0,0,0,0,0,0.3082706766917293
OLD80_CONTAMINATED,Q007,table,B,sparse,0.4,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,sparse,0.5,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,sparse,0.6,1,1.0,1.0,1,1,1,1,1,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,sparse,0.7,0,0.0,0.0,0,0,1,1,0,0.6616541353383458
OLD80_CONTAMINATED,Q007,table,B,sparse,0.8,0,0.0,0.0,0,0,1,1,0,0.6616541353383458
OLD80_CONTAMINATED,Q008,table,A,hybrid,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,dense,0.4,0,0.0,0.0,1,1,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,A,dense,0.5,0,0.0,0.0,1,1,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,A,dense,0.6,0,0.0,0.0,1,1,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,A,dense,0.7,0,0.0,0.0,1,1,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,A,dense,0.8,0,0.0,0.0,1,1,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,A,sparse,0.4,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q008,table,B,hybrid,0.4,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,dense,0.4,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,dense,0.5,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,dense,0.6,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,dense,0.7,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,dense,0.8,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,sparse,0.4,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,sparse,0.5,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,sparse,0.6,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q008,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.03165735567970205
OLD80_CONTAMINATED,Q009,table,A,hybrid,0.4,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,hybrid,0.5,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,hybrid,0.6,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,hybrid,0.7,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,hybrid,0.8,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,dense,0.4,0,0.0,0.0,1,1,0,0,0,0.028
OLD80_CONTAMINATED,Q009,table,A,dense,0.5,0,0.0,0.0,1,1,0,0,0,0.028
OLD80_CONTAMINATED,Q009,table,A,dense,0.6,0,0.0,0.0,1,1,0,0,0,0.028
OLD80_CONTAMINATED,Q009,table,A,dense,0.7,0,0.0,0.0,1,1,0,0,0,0.028
OLD80_CONTAMINATED,Q009,table,A,dense,0.8,0,0.0,0.0,1,1,0,0,0,0.028
OLD80_CONTAMINATED,Q009,table,A,sparse,0.4,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,sparse,0.5,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,sparse,0.6,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,sparse,0.7,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,A,sparse,0.8,1,0.16666666666666666,0.3562071871080222,1,1,1,1,6,1.0
OLD80_CONTAMINATED,Q009,table,B,hybrid,0.4,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,hybrid,0.5,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,hybrid,0.6,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,dense,0.4,0,0.0,0.0,0,0,0,0,0,0.052
OLD80_CONTAMINATED,Q009,table,B,dense,0.5,0,0.0,0.0,0,0,0,0,0,0.052
OLD80_CONTAMINATED,Q009,table,B,dense,0.6,0,0.0,0.0,0,0,0,0,0,0.052
OLD80_CONTAMINATED,Q009,table,B,dense,0.7,0,0.0,0.0,0,0,0,0,0,0.052
OLD80_CONTAMINATED,Q009,table,B,dense,0.8,0,0.0,0.0,0,0,0,0,0,0.052
OLD80_CONTAMINATED,Q009,table,B,sparse,0.4,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,sparse,0.5,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,sparse,0.6,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,sparse,0.7,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q009,table,B,sparse,0.8,0,0.0,0.0,0,0,0,1,0,0.112
OLD80_CONTAMINATED,Q010,table,A,hybrid,0.4,1,1.0,0.9447176050778178,4,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,hybrid,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,hybrid,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,dense,0.4,1,1.0,0.6366824387328317,4,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,dense,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,dense,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,dense,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,dense,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,sparse,0.4,1,1.0,0.9493885684853096,4,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,sparse,0.5,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,sparse,0.6,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,sparse,0.7,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,A,sparse,0.8,1,1.0,1.0,1,1,1,1,1,1.0
OLD80_CONTAMINATED,Q010,table,B,hybrid,0.4,1,1.0,0.7238911047912078,5,1,1,1,1,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,hybrid,0.5,1,1.0,1.0,1,1,1,1,1,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,hybrid,0.6,1,1.0,1.0,1,1,1,1,1,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,hybrid,0.7,0,0.0,0.0,0,0,0,1,0,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,hybrid,0.8,0,0.0,0.0,0,0,0,1,0,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,dense,0.4,1,1.0,0.3391602052736161,5,1,1,1,1,0.6623376623376623
OLD80_CONTAMINATED,Q010,table,B,dense,0.5,1,1.0,1.0,1,1,1,1,1,0.6623376623376623
